Handle,Title,"Body (HTML)",Vendor,Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position ","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Collection
bound-to-please-silicone-paddle,"Bound to Please Silicone Paddle","<ul>
     <li>High quality silicone spanking paddle for advanced impact play</li>
     <li>Delivers deep thud sensation felt throughout the body</li>
     <li>Two different sides enable different sensations - smooth and textured side</li>
     <li>Raised diamond shaped nods to leave lasting impression</li>
     <li>Ergonomically designed handle</li>
     <li>Storage loop for easy hanging with other BDSM gear</li>
     <li>Easy to clean and hygienic</li>
     <li>Total length with storage loop: 41cm/16""</li>
     <li>Handle length: 17.8cm/6.5""</li>
     <li>Strike surface: 21.2cm x 6.5cm/8.3"" x 2.5""</li>
</ul>","Bound to Please","Spanking Paddles and Floggers",,TRUE,Title,"Bound to Please Silicone Paddle",,,,,N10530,650,shopify,0,deny,manual,28.99,28.99,TRUE,TRUE,5060211962431,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10530-bound_to_please_silicone_paddle_2.jpg,1,"Bound to Please Silicone Paddle",FALSE,,,,,"Bound to Please Silicone Paddle","<ul>
     <li>High quality silicone spanking paddle for advanced impact play</li>
     <li>Delivers deep thud sensation felt throughout the body</li>
     <li>Two different sides enable different sensations - smooth and textured side</li>
     <li>Raised diamond shaped nods to leave lasting impression</li>
     <li>Ergonomically designed handle</li>
     <li>Storage loop for easy hanging with other BDSM gear</li>
     <li>Easy to clean and hygienic</li>
     <li>Total length with storage loop: 41cm/16""</li>
     <li>Handle length: 17.8cm/6.5""</li>
     <li>Strike surface: 21.2cm x 6.5cm/8.3"" x 2.5""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10530-bound_to_please_silicone_paddle_2.jpg,kg,,11.2,"Bondage Gear"
bound-to-please-silicone-riding-crop,"Bound to Please Silicone Riding Crop","<ul>
     <li>Traditional riding crop with body-safe silicone tip</li>
     <li>Suitable for vegetarians and for those with an aversion to leather</li>
     <li>Ideal for impact play beginners</li>
     <li>Flexible shaft makes for satisfying sting</li>
     <li>Total length: 41cm/16""</li>
     <li>Tip width: 5.5cm/2.16""</li>
</ul>","Bound to Please","Spanking Paddles and Floggers",,TRUE,Title,"Bound to Please Silicone Riding Crop",,,,,N10531,100,shopify,41,deny,manual,13.99,13.99,TRUE,TRUE,5060211962448,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10531-bound_to_please_silicone_riding_crop-1.jpg,1,"Bound to Please Silicone Riding Crop",FALSE,,,,,"Bound to Please Silicone Riding Crop","<ul>
     <li>Traditional riding crop with body-safe silicone tip</li>
     <li>Suitable for vegetarians and for those with an aversion to leather</li>
     <li>Ideal for impact play beginners</li>
     <li>Flexible shaft makes for satisfying sting</li>
     <li>Total length: 41cm/16""</li>
     <li>Tip width: 5.5cm/2.16""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10531-bound_to_please_silicone_riding_crop-1.jpg,kg,,5.82,"Bondage Gear"
loving-joy-extra-3-inch-penis-extension,"Loving Joy Extra 3 Inch Penis Extension","Forget growing pains, enlarge your manhood with a whopping 3 inches in length and up to 25% in girth with the simple but superb Loving Joy Extra Penis Extension!

Cut to size for comfort, lube up, slip the extension over your penis and witness your partner's wide-eyed wonder as they spot your new, improved weapon of mass orgasms. Anatomically shaped and see-through so both of you can get a thoroughly realistic and truly satisfying experience.

Go the extra inch or three with the Loving Joy Extra 3 Inch Penis Extension!

Instruction for use: Cut to size for comfort, apply lubricant to inside of extension as well as penis, slide extension over penis.","Loving Joy","Penis Sleeves",,TRUE,Title,"Loving Joy Extra 3 Inch Penis Extension",,,,,N10725,110,shopify,135,deny,manual,13.99,13.99,TRUE,TRUE,5060211962523,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10725-loving-joy-penis-extra-3-inch-penis-extension-2.jpg,1,"Loving Joy Extra 3 Inch Penis Extension",FALSE,,,,,"Loving Joy Extra 3 Inch Penis Extension","Forget growing pains, enlarge your manhood with a whopping 3 inches in length and up to 25% in girth with the simple but superb Loving Joy Extra Penis Extension!

Cut to size for comfort, lube up, slip the extension over your penis and witness your partner's wide-eyed wonder as they spot your new, improved weapon of mass orgasms. Anatomically shaped and see-through so both of you can get a thoroughly realistic and truly satisfying experience.

Go the extra inch or three with the Loving Joy Extra 3 Inch Penis Extension!

Instruction for use: Cut to size for comfort, apply lubricant to inside of extension as well as penis, slide extension over penis.",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10725-loving-joy-penis-extra-3-inch-penis-extension-2.jpg,kg,,5.82,"Male Sex Toys"
loving-joy-mighty-3-inch-penis-extension-with-ball-loop,"Loving Joy Mighty 3 Inch Penis Extension with Ball Loop","Become a hero of might and sex-magic with the Loving Joy Mighty Penis Extension!

Gain 3 inches in length and up to 25% in girth with this simple but seriously gratifying penis enhancer. Just lube up, slip the ball loop around your testicles and the sleeve over your manhood, and revel in your partner's delight as they latch onto your newly improved member.

Anatomically shaped and see-through for a realistic experience for you both, with the Loving Joy/ Mighty 3 Inch Penis Extension with Ball Loop your penis will be mightier than the sword, so make love, not war and put your magic weapon to good use!

Instruction for use: Apply lubricant to entry of extension and penis, slip loop around testicles, slide extension over penis.","Loving Joy","Penis Sleeves",,TRUE,Title,"Loving Joy Mighty 3 Inch Penis Extension with Ball Loop",,,,,N10726,110,shopify,0,deny,manual,17.99,17.99,TRUE,TRUE,5060211962530,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10726-loving-joy-mighty-3-inch-penis-extension-with-ball-loop_1.jpg,1,"Loving Joy Mighty 3 Inch Penis Extension with Ball Loop",FALSE,,,,,"Loving Joy Mighty 3 Inch Penis Extension with Ball Loop","Become a hero of might and sex-magic with the Loving Joy Mighty Penis Extension!

Gain 3 inches in length and up to 25% in girth with this simple but seriously gratifying penis enhancer. Just lube up, slip the ball loop around your testicles and the sleeve over your manhood, and revel in your partner's delight as they latch onto your newly improved member.

Anatomically shaped and see-through for a realistic experience for you both, with the Loving Joy/ Mighty 3 Inch Penis Extension with Ball Loop your penis will be mightier than the sword, so make love, not war and put your magic weapon to good use!

Instruction for use: Apply lubricant to entry of extension and penis, slip loop around testicles, slide extension over penis.",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10726-loving-joy-mighty-3-inch-penis-extension-with-ball-loop_1.jpg,kg,,7.62,"Male Sex Toys"
furry-fantasy-rainbow-tail-butt-plug,"Furry Fantasy Rainbow Tail Butt Plug","Product Features:
<ul>
     <li>Rainbow Pride tail with metal butt plug</li>
     <li>Plug features teardrop design to allow for easy insertion</li>
     <li>Faux fur tail for animal role play and aesthetic pleasure</li>
     <li>Easy to clean, smooth surface</li>
     <li>Total Length: 45cm / 17.5 inches</li>
     <li>Tail length: 36cm / 14 inches</li>
     <li>Butt plug insertable length: 7cm / 2.75 inches</li>
     <li>Plug widest point: 3.5cm / 1.6 inches</li>
     <li>Plug made from aluminium alloy</li>
     <li>Suitable for tempreture play</li>
     <li>Use with water-, silicone- or oil-based lubricants</li>
     <li>Comes with drawstring bag for easy storage</li>
</ul>","Furry Fantasy","Butt Plugs",,TRUE,Title,"Furry Fantasy Rainbow Tail Butt Plug",,,,,N10780,10,shopify,46,deny,manual,26.99,26.99,TRUE,TRUE,5060211962547,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10780-furry-fantasy-rainbow-tail-butt-plug-4_1.jpg,1,"Furry Fantasy Rainbow Tail Butt Plug",FALSE,,,,,"Furry Fantasy Rainbow Tail Butt Plug","Product Features:
<ul>
     <li>Rainbow Pride tail with metal butt plug</li>
     <li>Plug features teardrop design to allow for easy insertion</li>
     <li>Faux fur tail for animal role play and aesthetic pleasure</li>
     <li>Easy to clean, smooth surface</li>
     <li>Total Length: 45cm / 17.5 inches</li>
     <li>Tail length: 36cm / 14 inches</li>
     <li>Butt plug insertable length: 7cm / 2.75 inches</li>
     <li>Plug widest point: 3.5cm / 1.6 inches</li>
     <li>Plug made from aluminium alloy</li>
     <li>Suitable for tempreture play</li>
     <li>Use with water-, silicone- or oil-based lubricants</li>
     <li>Comes with drawstring bag for easy storage</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10780-furry-fantasy-rainbow-tail-butt-plug-4_1.jpg,kg,,3.50,"Anal Sex Toys"
bound-noir-nubuck-leather-slim-wrist-cuffs,"Bound Noir Nubuck Leather Slim Wrist Cuffs","<ul>
     <li>Luxurious black leather wrist cuffs</li>
     <li>Brass-coloured metal chain for movement restriction</li>
     <li>Easy-release trigger clips on chain for safety and variety</li>
     <li>2 sturdy D-rings on each cuff to attach other restraints</li>
     <li>Fully adjustable 5-hole buckle fastening system</li>
     <li>Cuffs total length: 40cm/15.74""</li>
     <li>Cuffs total width: 4.5cm/1.77""</li>
     <li>Chain total length (with clips): 12.8cm/5""</li>
     <li>Adjustable cuff circumference: 23.3-33.5cm/9.17""-13.18""</li>
</ul>",Bound,"Bondage Restraints",,TRUE,Title,"Bound Noir Nubuck Leather Slim Wrist Cuffs",,,,,N10781,230,shopify,5,deny,manual,44.99,44.99,TRUE,TRUE,5060211962554,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10781-bound-noir-nubuck-leather-slim-wrist-cuffs_1.jpg,1,"Bound Noir Nubuck Leather Slim Wrist Cuffs",FALSE,,,,,"Bound Noir Nubuck Leather Slim Wrist Cuffs","<ul>
     <li>Luxurious black leather wrist cuffs</li>
     <li>Brass-coloured metal chain for movement restriction</li>
     <li>Easy-release trigger clips on chain for safety and variety</li>
     <li>2 sturdy D-rings on each cuff to attach other restraints</li>
     <li>Fully adjustable 5-hole buckle fastening system</li>
     <li>Cuffs total length: 40cm/15.74""</li>
     <li>Cuffs total width: 4.5cm/1.77""</li>
     <li>Chain total length (with clips): 12.8cm/5""</li>
     <li>Adjustable cuff circumference: 23.3-33.5cm/9.17""-13.18""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10781-bound-noir-nubuck-leather-slim-wrist-cuffs_1.jpg,kg,,20,"Bondage Gear"
bound-noir-nubuck-leather-riding-crop,"Bound Noir Nubuck Leather Riding Crop","<ul>
     <li>Luxurious black leather riding crop for impact play</li>
     <li>Slim, leather slapper tip for stingy slaps delivering thwack sensation</li>
     <li>Long, flexible stem for far reaching, sharp strikes</li>
     <li>Durable, leather wrapped, ribbed handle for a secure grip</li>
     <li>Handy wrist loop for more control</li>
     <li>Brass stud details for elegant, stylish look</li>
     <li>Ideal for intermediate and advanced players</li>
     <li>Total length: 72cm/28.34""</li>
     <li>Handle length: 19.5cm/7.67""</li>
     <li>Stem length: 44cm/17.32""</li>
     <li>Tip length: 8.1cm/3.18""</li>
     <li>Tip width: 2.5cm/0.98""</li>
</ul>",Bound,"Spanking Paddles and Floggers",,TRUE,Title,"Bound Noir Nubuck Leather Riding Crop",,,,,N10782,170,shopify,1,deny,manual,24.99,24.99,TRUE,TRUE,5060211962561,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10782-bound-noir-nubuck-leather-riding-crop_1.jpg,1,"Bound Noir Nubuck Leather Riding Crop",FALSE,,,,,"Bound Noir Nubuck Leather Riding Crop","<ul>
     <li>Luxurious black leather riding crop for impact play</li>
     <li>Slim, leather slapper tip for stingy slaps delivering thwack sensation</li>
     <li>Long, flexible stem for far reaching, sharp strikes</li>
     <li>Durable, leather wrapped, ribbed handle for a secure grip</li>
     <li>Handy wrist loop for more control</li>
     <li>Brass stud details for elegant, stylish look</li>
     <li>Ideal for intermediate and advanced players</li>
     <li>Total length: 72cm/28.34""</li>
     <li>Handle length: 19.5cm/7.67""</li>
     <li>Stem length: 44cm/17.32""</li>
     <li>Tip length: 8.1cm/3.18""</li>
     <li>Tip width: 2.5cm/0.98""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10782-bound-noir-nubuck-leather-riding-crop_1.jpg,kg,,10.18,"Bondage Gear"
bound-noir-nubuck-leather-paddle-with-brass-stud-detail,"Bound Noir Nubuck Leather Paddle with Brass Stud Detail","<ul>
     <li>Round, black nubuck leather spanking paddle</li>
     <li>Perfect for advanced impact play</li>
     <li>Ideal for over the knee or other short distance spanking</li>
     <li>Large impact surface</li>
     <li>Dual-sided for varied stimulation</li>
     <li>Smooth leather side for warm-up, beginners play</li>
     <li>Studded side for advanced, hardcore play</li>
     <li>Hanging loop for secure swinging and convenient storage</li>
     <li>Sturdy and durable</li>
     <li>Total length (excl. hanging loop): 26.8cm/10.55""</li>
     <li>Handle length: approx. 13.2cm/5.19""</li>
     <li>Strike surface: 13 x 13.6cm/5.11"" x 5.35""</li>
</ul>",Bound,"Spanking Paddles and Floggers",,TRUE,Title,"Bound Noir Nubuck Leather Paddle with Brass Stud Detail",,,,,N10783,900,shopify,2,deny,manual,34.99,34.99,TRUE,TRUE,5060211962578,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10783-bound-nubuck-leather-paddle-with-brass-stud-detail_1.jpg,1,"Bound Noir Nubuck Leather Paddle with Brass Stud Detail",FALSE,,,,,"Bound Noir Nubuck Leather Paddle with Brass Stud Detail","<ul>
     <li>Round, black nubuck leather spanking paddle</li>
     <li>Perfect for advanced impact play</li>
     <li>Ideal for over the knee or other short distance spanking</li>
     <li>Large impact surface</li>
     <li>Dual-sided for varied stimulation</li>
     <li>Smooth leather side for warm-up, beginners play</li>
     <li>Studded side for advanced, hardcore play</li>
     <li>Hanging loop for secure swinging and convenient storage</li>
     <li>Sturdy and durable</li>
     <li>Total length (excl. hanging loop): 26.8cm/10.55""</li>
     <li>Handle length: approx. 13.2cm/5.19""</li>
     <li>Strike surface: 13 x 13.6cm/5.11"" x 5.35""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10783-bound-nubuck-leather-paddle-with-brass-stud-detail_1.jpg,kg,,15.64,"Bondage Gear"
bound-noir-nubuck-leather-leash,"Bound Noir Nubuck Leather Leash","<ul>
     <li>Black nubuck leather leash</li>
     <li>Stylish and elegant bondage equipment</li>
     <li>Made of high quality and durable nubuck leather</li>
     <li>Quick release trigger hook for safety and variation</li>
     <li>Heavy duty, 360-degrees rotatable swivel ring attaching trigger clip to leash</li>
     <li>Brass studs securing the handle loop</li>
     <li>Total length: 105cm/41.33""</li>
     <li>Handle loop length: 16.5cm/6.49""</li>
</ul>",Bound,"Bondage Collars",,TRUE,Title,"Bound Noir Nubuck Leather Leash",,,,,N10785,230,shopify,4,deny,manual,26.99,26.99,TRUE,TRUE,5060211962592,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10785-bound-noir-nubuck-leather-leash_1.jpg,1,"Bound Noir Nubuck Leather Leash",FALSE,,,,,"Bound Noir Nubuck Leather Leash","<ul>
     <li>Black nubuck leather leash</li>
     <li>Stylish and elegant bondage equipment</li>
     <li>Made of high quality and durable nubuck leather</li>
     <li>Quick release trigger hook for safety and variation</li>
     <li>Heavy duty, 360-degrees rotatable swivel ring attaching trigger clip to leash</li>
     <li>Brass studs securing the handle loop</li>
     <li>Total length: 105cm/41.33""</li>
     <li>Handle loop length: 16.5cm/6.49""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10785-bound-noir-nubuck-leather-leash_1.jpg,kg,,12.00,"Bondage Gear"
loving-joy-anal-douche,"Loving Joy Anal Douche 225ml","Clean up nice and easily with this high quality anal douche from Loving Joy. Ease your worries away with a thorough cleansing that will leave you feeling clean and tidy. Easy and comfortable to use, simply fill bulb with water, screw tip back on, insert, and squeeze.
<ul>
     <li>Loving Joy Anal Douche</li>
     <li>Features removeable tip</li>
     <li>Tip made from ABS</li>
     <li>Bulb made from high quality PVC</li>
     <li>Total length: 16 cm</li>
     <li>Tip insertable length: 6 cm</li>
     <li>Tip width: 0.5 cm</li>
     <li>Enema Bulb Length: 10.5 cm</li>
     <li>Enema Bulb width: 8 cm</li>
</ul>","Loving Joy","Douches and Enemas",,TRUE,Title,"Loving Joy Anal Douche 225ml",,,,,N10796,100,shopify,94,deny,manual,13.99,13.99,TRUE,TRUE,5060211962622,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10796-loving-joy-anal-douche-225ml-1.jpg,1,"Loving Joy Anal Douche 225ml",FALSE,,,,,"Loving Joy Anal Douche 225ml","Clean up nice and easily with this high quality anal douche from Loving Joy. Ease your worries away with a thorough cleansing that will leave you feeling clean and tidy. Easy and comfortable to use, simply fill bulb with water, screw tip back on, insert, and squeeze.
<ul>
     <li>Loving Joy Anal Douche</li>
     <li>Features removeable tip</li>
     <li>Tip made from ABS</li>
     <li>Bulb made from high quality PVC</li>
     <li>Total length: 16 cm</li>
     <li>Tip insertable length: 6 cm</li>
     <li>Tip width: 0.5 cm</li>
     <li>Enema Bulb Length: 10.5 cm</li>
     <li>Enema Bulb width: 8 cm</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10796-loving-joy-anal-douche-225ml-1.jpg,kg,,5.82,Essentials
loving-joy-boss-textured-penis-sleeve-with-ball-loop,"Loving Joy Boss Textured Penis Sleeve with Ball Loop","<ul>
     <li>Textured penis sleeve in smoke colour</li>
     <li>Increases penis girth by up to 25% (depending on base girth)</li>
     <li>Ball loop helps keeping the sleeve in place</li>
     <li>External texture for enhanced internal stimulation of your partner</li>
     <li>Internal nodules for extra stimulation during use</li>
     <li>Use with plenty of water-based lubricant</li>
     <li>Made of stretchy, body safe TPE</li>
     <li>Total length (including ball loop): 18.7cm/7.36""</li>
     <li>Insertable length: 13.5cm/5.31""</li>
     <li>Width: 4cm/1.6""</li>
</ul>","Loving Joy","Penis Sleeves",,TRUE,Title,"Loving Joy Boss Textured Penis Sleeve with Ball Loop",,,,,N10818,130,shopify,1,deny,manual,15.99,15.99,TRUE,TRUE,5060211962639,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10818-loving-joy-boss-textured-penis-sleeve_1.jpg,1,"Loving Joy Boss Textured Penis Sleeve with Ball Loop",FALSE,,,,,"Loving Joy Boss Textured Penis Sleeve with Ball Loop","<ul>
     <li>Textured penis sleeve in smoke colour</li>
     <li>Increases penis girth by up to 25% (depending on base girth)</li>
     <li>Ball loop helps keeping the sleeve in place</li>
     <li>External texture for enhanced internal stimulation of your partner</li>
     <li>Internal nodules for extra stimulation during use</li>
     <li>Use with plenty of water-based lubricant</li>
     <li>Made of stretchy, body safe TPE</li>
     <li>Total length (including ball loop): 18.7cm/7.36""</li>
     <li>Insertable length: 13.5cm/5.31""</li>
     <li>Width: 4cm/1.6""</li>
</ul>",,,,,,,,,,https://www.1on1wholesale.eu/wp-content/uploads/2023/11/n10818-loving-joy-boss-textured-penis-sleeve_1.jpg,kg,,6.72,"Male Sex Toys"
